pc_time,esp_time_ms,latency_ms,jitter_ms,packet_loss_percent,throughput_mbps,rssi_dbm,label
2026-07-29 20:29:04,2261530,4.2,2.23,0.0,2.24,-32,normal
2026-07-29 20:29:27,2284714,4.3,2.35,0.0,2.28,-32,normal
2026-07-29 20:29:50,2308390,4.41,2.13,0.0,2.23,-34,normal
2026-07-29 20:30:14,2332171,5.26,3.73,0.0,2.2,-33,normal
2026-07-29 20:30:38,2355618,5.62,3.58,0.0,2.25,-30,normal
2026-07-29 20:31:01,2378975,4.38,2.55,0.0,2.26,-33,normal
2026-07-29 20:31:26,2403873,5.3,6.08,0.0,2.08,-33,normal
2026-07-29 20:31:49,2427115,4.45,2.62,0.0,2.27,-33,normal
2026-07-29 20:32:12,2450298,5.13,3.59,0.0,2.28,-34,normal
2026-07-29 20:32:36,2473518,4.32,2.47,0.0,2.27,-36,normal
2026-07-29 20:32:59,2496961,4.08,1.23,0.0,2.25,-35,normal
2026-07-29 20:33:22,2520297,3.42,0.85,0.0,2.26,-35,normal
2026-07-29 20:33:47,2545103,5.27,2.59,0.0,2.09,-33,normal
2026-07-29 20:34:11,2568531,3.65,0.97,0.0,2.25,-33,normal
2026-07-29 20:34:34,2591925,4.16,1.73,0.0,2.25,-32,normal
2026-07-29 20:34:57,2615060,3.83,1.99,0.0,2.29,-33,normal
2026-07-29 20:35:20,2638174,4.68,2.72,0.0,2.29,-34,normal
2026-07-29 20:35:43,2661330,3.91,2.47,0.0,2.28,-34,normal
2026-07-29 20:36:07,2684918,5.78,3.23,0.0,2.24,-35,normal
2026-07-29 20:36:30,2708345,4.06,1.93,0.0,2.25,-34,normal
2026-07-29 20:36:54,2731616,4.66,2.16,0.0,2.27,-34,normal
2026-07-29 20:37:17,2755333,5.83,3.51,0.0,2.21,-33,normal
2026-07-29 20:37:41,2778707,5.92,3.15,0.0,2.27,-33,normal
2026-07-29 20:38:04,2801854,4.25,2.03,0.0,2.28,-34,normal
2026-07-29 20:38:27,2825128,4.45,1.82,0.0,2.27,-33,normal
2026-07-29 20:38:51,2848793,4.79,3.4,0.0,2.22,-32,normal
2026-07-29 20:39:14,2872394,3.5,1.96,0.0,2.23,-33,normal
2026-07-29 20:39:38,2896065,7.82,7.23,0.0,2.22,-33,normal
2026-07-29 20:40:01,2919402,4.85,4.07,0.0,2.26,-34,normal
2026-07-29 20:40:25,2943011,3.41,1.21,0.0,2.24,-33,normal
2026-07-29 20:40:50,2967619,3.46,1.24,0.0,2.11,-33,normal
2026-07-29 20:41:17,2994540,4.23,1.6,0.0,1.88,-33,normal
2026-07-29 20:41:41,3018859,4.69,1.97,0.0,2.14,-34,normal
2026-07-29 20:42:05,3043495,4.58,2.79,0.0,2.1,-34,normal
2026-07-29 20:42:30,3067949,4.59,2.6,0.0,2.14,-34,normal
2026-07-29 20:43:20,3118498,20.54,11.22,0.0,0.9,-34,normal
2026-07-29 20:43:47,3144871,3.87,2.03,0.0,1.93,-34,normal
2026-07-29 20:44:10,3168312,3.17,0.6,0.0,2.25,-34,normal
2026-07-29 20:44:35,3192993,4.26,2.72,0.0,2.1,-35,normal
2026-07-29 20:46:33,3310650,37.11,27.81,0.0,0.36,-33,normal
2026-07-29 20:46:56,3333837,3.66,1.03,0.0,2.28,-33,normal
2026-07-29 20:47:21,3358780,3.75,2.17,0.0,2.07,-33,normal
2026-07-29 20:47:44,3382470,5.55,4.17,0.0,2.22,-33,normal
2026-07-29 20:48:08,3406072,3.93,2.9,0.0,2.22,-33,normal
2026-07-29 20:48:31,3429483,3.45,1.92,0.0,2.25,-34,normal
2026-07-29 20:48:55,3453231,5.04,1.71,0.0,2.22,-33,normal
2026-07-29 20:49:19,3477061,3.32,1.72,0.0,2.21,-35,normal
2026-07-29 20:49:42,3500262,4.79,2.69,0.0,2.28,-37,normal
2026-07-29 20:50:07,3525289,3.25,1.21,0.0,2.07,-35,normal
2026-07-29 20:50:31,3549125,3.77,1.92,0.0,2.2,-35,normal
2026-07-29 20:51:49,3627098,4.48,3.09,0.0,0.55,-36,normal
2026-07-29 20:52:15,3652670,4.9,3.42,0.0,2.01,-34,normal
2026-07-29 20:52:38,3676274,3.44,0.92,0.0,2.22,-34,normal
2026-07-29 20:53:13,3711357,4.8,3.31,0.0,1.36,-38,normal
2026-07-29 20:53:58,3756521,55.46,38.63,0.0,1.03,-35,normal
2026-07-29 20:54:22,3779790,4.34,2.57,0.0,2.27,-34,normal
2026-07-29 20:54:45,3803194,4.81,1.22,0.0,2.26,-34,normal
2026-07-29 20:55:10,3828332,6.13,3.64,0.0,2.05,-34,normal
2026-07-29 20:55:36,3853883,3.68,2.26,0.0,2.01,-39,normal
2026-07-29 20:56:19,3896740,63.22,42.97,0.0,1.15,-37,normal
2026-07-29 20:56:43,3920809,3.69,2.23,0.0,2.18,-36,normal
2026-07-29 20:57:06,3944345,3.75,1.5,0.0,2.25,-34,normal
2026-07-29 20:57:30,3967970,4.52,1.89,0.0,2.24,-34,normal
2026-07-29 20:57:53,3991357,5.12,4.3,0.0,2.26,-35,normal
2026-07-29 20:58:17,4014746,4.06,2.01,0.0,2.25,-32,normal
2026-07-29 20:58:40,4038139,4.14,1.59,0.0,2.26,-38,normal
2026-07-29 20:59:03,4061507,3.87,2.01,0.0,2.25,-36,normal
2026-07-29 20:59:27,4085197,4.1,2.05,0.0,2.22,-36,normal
2026-07-29 20:59:51,4108650,4.12,2.94,0.0,2.24,-37,normal
2026-07-29 21:00:14,4132203,4.1,2.39,0.0,2.23,-32,normal
2026-07-29 21:00:38,4155900,4.99,3.23,0.0,2.21,-41,normal
2026-07-29 21:01:02,4179836,5.52,5.83,0.0,2.19,-29,normal
2026-07-29 21:01:25,4203422,3.2,1.26,0.0,2.23,-33,normal
2026-07-29 21:01:49,4226578,4.78,2.25,0.0,2.28,-30,normal
2026-07-29 21:02:12,4249920,3.03,0.46,0.0,2.26,-36,normal
2026-07-29 21:02:35,4273290,4.99,3.06,0.0,2.26,-32,normal
2026-07-29 21:02:59,4296865,3.61,1.85,0.0,2.23,-34,normal
2026-07-29 21:03:23,4320837,3.58,1.25,0.0,2.18,-34,normal
2026-07-29 21:03:46,4344279,3.61,2.13,0.0,2.27,-34,normal
2026-07-29 21:04:10,4367641,2.84,0.51,0.0,2.26,-38,normal
2026-07-29 21:04:33,4390754,3.61,1.19,0.0,2.29,-33,normal
2026-07-29 21:04:56,4414114,3.23,0.83,0.0,2.27,-30,normal
2026-07-29 21:05:19,4437442,4.0,1.49,0.0,2.26,-40,normal
2026-07-29 21:05:43,4460967,3.39,1.31,0.0,2.25,-38,normal
2026-07-29 21:06:06,4484494,3.2,1.16,0.0,2.23,-31,normal
2026-07-29 21:06:30,4508009,3.42,1.57,0.0,2.24,-32,normal
2026-07-29 21:06:54,4531572,3.6,1.31,0.0,2.23,-32,normal
2026-07-29 21:07:17,4555026,3.35,1.48,0.0,2.24,-35,normal
2026-07-29 21:07:40,4578267,3.12,0.95,0.0,2.28,-32,normal
2026-07-29 21:08:04,4602301,3.53,1.42,0.0,2.17,-31,normal
2026-07-29 21:08:27,4625539,2.89,0.19,0.0,2.27,-49,normal
2026-07-29 21:08:51,4648618,2.91,0.61,0.0,2.29,-39,normal
2026-07-29 21:09:15,4672863,3.42,1.65,0.0,2.15,-30,normal
2026-07-29 21:09:38,4696079,2.82,0.59,0.0,2.27,-41,normal
2026-07-29 21:10:01,4719383,3.39,1.8,0.0,2.26,-38,normal
2026-07-29 21:10:26,4744272,2.75,0.44,0.0,2.08,-42,normal
2026-07-29 21:10:51,4768907,3.17,0.94,0.0,2.1,-36,normal
2026-07-29 21:11:14,4792100,3.82,2.27,0.0,2.28,-37,normal
2026-07-29 21:11:37,4815340,2.8,0.38,0.0,2.27,-36,normal
2026-07-29 21:12:02,4839889,3.08,0.9,0.0,2.11,-36,normal
2026-07-29 21:12:26,4863884,5.82,4.03,0.0,2.18,-39,normal
2026-07-29 21:12:50,4888182,2.58,0.4,0.0,2.14,-41,normal
2026-07-29 21:13:15,4913010,2.63,0.33,0.0,2.08,-35,normal
2026-07-29 21:13:38,4936517,2.93,0.32,0.0,2.24,-34,normal
2026-07-29 21:14:04,4961893,3.55,1.57,0.0,2.05,-32,normal
2026-07-29 21:14:28,4985733,3.52,0.86,0.0,2.2,-33,normal
2026-07-29 21:14:51,5009497,3.52,1.83,0.0,2.2,-36,normal
2026-07-29 21:15:15,5033247,3.87,2.34,0.0,2.21,-39,normal
2026-07-29 21:15:39,5057104,3.11,1.25,0.0,2.19,-37,normal
2026-07-29 21:16:02,5080200,3.98,1.33,0.0,2.29,-34,normal
2026-07-29 21:16:26,5104279,3.14,0.9,0.0,2.17,-41,normal
2026-07-29 21:16:53,5131003,4.38,2.26,0.0,1.9,-37,normal
2026-07-30 03:05:32,43683,4.55,2.81,0.0,2.3,-28,normal
2026-07-30 03:06:09,20288,43.72,90.4,0.0,2.28,-37,normal
2026-07-30 03:06:55,66433,3.06,0.82,0.0,2.31,-36,normal
2026-07-30 03:07:18,89632,3.92,2.63,0.0,2.28,-35,normal
2026-07-30 03:07:41,112608,3.43,1.64,0.0,2.3,-34,normal
2026-07-30 03:08:04,136011,5.4,4.0,0.0,2.25,-33,normal
2026-07-30 03:08:27,159077,3.75,1.52,0.0,2.29,-28,normal
2026-07-30 03:08:51,182446,3.56,1.86,0.0,2.26,-32,normal
2026-07-30 03:09:14,205595,2.93,1.19,0.0,2.29,-33,normal
2026-07-30 03:09:37,228603,3.22,1.36,0.0,2.3,-34,normal
2026-07-30 03:10:00,251701,3.32,1.62,0.0,2.29,-40,normal
2026-07-30 03:10:23,274789,3.52,1.58,0.0,2.29,-33,normal
2026-07-30 03:10:46,298105,3.43,1.78,0.0,2.26,-37,normal
2026-07-30 03:11:10,321429,3.65,2.14,0.0,2.26,-33,normal
2026-07-30 03:11:33,344774,3.7,1.64,0.0,2.28,-32,normal
2026-07-30 03:11:56,368017,3.78,1.87,0.0,2.27,-36,normal
2026-07-30 03:12:20,392122,4.78,2.61,0.0,2.19,-38,normal
2026-07-30 03:12:44,415310,3.05,0.58,0.0,2.28,-32,normal
2026-07-30 03:13:07,438607,3.58,1.33,0.0,2.26,-32,normal
2026-07-30 03:13:30,461703,3.62,1.66,0.0,2.29,-32,normal
2026-07-30 03:13:53,484899,3.85,1.76,0.0,2.28,-32,normal
2026-07-30 03:14:17,508221,3.17,0.73,0.0,2.26,-34,normal
2026-07-30 03:14:40,531813,4.47,2.46,0.0,2.23,-35,normal
2026-07-30 03:15:04,555746,3.46,1.11,0.0,2.18,-25,normal
2026-07-30 03:15:27,578851,4.13,1.93,0.0,2.29,-25,normal
2026-07-30 03:15:50,602039,3.96,1.67,0.0,2.3,-33,normal
2026-07-30 03:16:14,625488,3.48,1.25,0.0,2.24,-33,normal
2026-07-30 03:16:37,648790,3.46,1.39,0.0,2.26,-36,normal
2026-07-30 03:17:00,671996,3.22,1.01,0.0,2.27,-27,normal
2026-07-30 03:17:24,695247,4.29,2.22,0.0,2.27,-28,normal
2026-07-30 03:17:47,718315,3.24,1.19,0.0,2.3,-32,normal
2026-07-30 03:18:10,741704,4.09,2.04,0.0,2.25,-34,normal
2026-07-30 03:18:34,765389,3.95,2.58,0.0,2.23,-35,normal
2026-07-30 03:18:57,788692,3.64,1.65,0.0,2.27,-31,normal
2026-07-30 03:19:20,811973,4.38,3.03,0.0,2.27,-38,normal
2026-07-30 03:19:43,834941,3.22,0.82,0.0,2.31,-37,normal
2026-07-30 03:20:06,858082,3.47,0.89,0.0,2.28,-37,normal
2026-07-30 03:20:30,881281,3.44,1.34,0.0,2.28,-37,normal
2026-07-30 03:20:53,904383,3.36,1.6,0.0,2.29,-35,normal
2026-07-30 03:21:16,927723,4.16,1.71,0.0,2.28,-27,normal
2026-07-30 03:21:39,950901,3.86,1.31,0.0,2.3,-28,normal
2026-07-30 03:22:03,974328,3.96,2.26,0.0,2.26,-28,normal
2026-07-30 03:22:26,997666,3.52,2.14,0.0,2.26,-33,normal
2026-07-30 03:22:49,1021145,3.98,1.41,0.0,2.26,-32,normal
2026-07-30 03:23:13,1044493,3.33,1.41,0.0,2.26,-28,normal
2026-07-30 03:23:36,1067887,3.05,0.78,0.0,2.25,-32,normal
2026-07-30 03:24:00,1091643,3.73,1.71,0.0,2.21,-31,normal
2026-07-30 03:24:24,1115189,4.6,3.43,0.0,2.23,-37,normal
2026-07-30 03:24:47,1138860,3.23,1.41,0.0,2.22,-40,normal
2026-07-30 03:25:11,1162375,3.78,2.33,0.0,2.24,-37,normal
2026-07-30 03:25:34,1185956,4.74,3.2,0.0,2.23,-38,normal
2026-07-30 03:25:58,1209373,3.96,2.61,0.0,2.25,-37,normal
2026-07-30 03:26:21,1232950,5.01,3.67,0.0,2.23,-37,normal
2026-07-30 03:26:45,1256381,3.19,0.97,0.0,2.25,-38,normal
2026-07-30 03:27:08,1279905,4.02,1.62,0.0,2.24,-37,normal
2026-07-30 03:27:32,1303521,4.58,1.86,0.0,2.24,-39,normal
2026-07-30 03:27:58,1329709,4.51,3.49,0.0,1.95,-39,normal
2026-07-30 03:28:22,1354073,4.41,1.37,0.0,2.16,-38,normal
2026-07-30 03:28:46,1377329,4.36,2.11,0.0,2.27,-37,normal
2026-07-30 03:29:09,1400778,3.66,1.51,0.0,2.24,-38,normal
2026-07-30 03:29:32,1424097,4.35,4.08,0.0,2.26,-36,normal
2026-07-30 03:29:56,1447429,3.92,2.49,0.0,2.28,-36,normal
2026-07-30 03:30:19,1471039,4.15,1.91,0.0,2.24,-37,normal
2026-07-30 03:30:43,1494476,3.3,1.64,0.0,2.25,-37,normal
2026-07-30 03:31:06,1517989,4.85,1.39,0.0,2.24,-34,normal
2026-07-30 03:31:29,1541087,3.83,1.52,0.0,2.29,-40,normal
2026-07-30 03:31:53,1564331,3.62,1.34,0.0,2.27,-33,normal
2026-07-30 03:32:16,1587693,3.34,1.49,0.0,2.25,-32,normal
2026-07-30 03:32:39,1610827,4.63,3.82,0.0,2.29,-33,normal
2026-07-30 03:33:02,1634022,4.42,3.11,0.0,2.28,-32,normal
2026-07-30 03:33:26,1657195,4.13,3.23,0.0,2.28,-35,normal
2026-07-30 03:33:49,1680258,3.57,0.99,0.0,2.3,-32,normal
2026-07-30 03:34:12,1703423,2.98,0.62,0.0,2.28,-30,normal
2026-07-30 03:34:35,1726633,3.53,0.97,0.0,2.27,-28,normal
2026-07-30 03:34:58,1749811,3.51,1.27,0.0,2.28,-32,normal
2026-07-30 03:35:21,1772983,3.5,1.36,0.0,2.28,-35,normal
2026-07-30 03:35:45,1796339,3.91,1.24,0.0,2.26,-39,normal
2026-07-30 03:36:08,1819636,3.59,1.36,0.0,2.26,-36,normal
2026-07-30 03:36:31,1842890,3.24,0.86,0.0,2.27,-38,normal
2026-07-30 03:36:55,1866759,3.85,1.06,0.0,2.19,-33,normal
2026-07-30 03:37:19,1890329,3.77,1.58,0.0,2.23,-28,normal
2026-07-30 03:37:42,1913490,3.43,1.06,0.0,2.28,-36,normal
2026-07-30 03:38:05,1936652,4.22,1.84,0.0,2.28,-39,normal
2026-07-30 03:38:29,1960461,3.44,1.59,0.0,2.23,-49,normal
2026-07-30 03:38:52,1983605,3.1,0.61,0.0,2.28,-40,normal
2026-07-30 03:39:15,2006965,3.17,1.45,0.0,2.29,-39,normal
2026-07-30 03:39:38,2029942,3.6,1.87,0.0,2.3,-40,normal
2026-07-30 03:40:01,2053158,3.64,1.73,0.0,2.29,-40,normal
2026-07-30 03:40:25,2076302,3.29,1.25,0.0,2.3,-40,normal
2026-07-30 03:40:48,2099461,3.22,1.29,0.0,2.28,-40,normal
2026-07-30 03:41:11,2122689,3.11,0.67,0.0,2.29,-40,normal
2026-07-30 03:41:34,2145892,3.28,0.98,0.0,2.29,-42,normal
2026-07-30 03:41:57,2168855,2.93,0.53,0.0,2.31,-42,normal
2026-07-30 03:42:20,2192092,3.3,0.87,0.0,2.29,-42,normal
2026-07-30 03:42:44,2215404,3.07,0.55,0.0,2.28,-42,normal
2026-07-30 03:43:07,2238414,2.6,0.5,0.0,2.31,-42,normal
2026-07-30 03:43:30,2261265,3.24,0.99,0.0,2.32,-42,normal
2026-07-30 03:43:53,2284530,3.87,2.84,0.0,2.27,-41,normal
2026-07-30 03:44:16,2307614,3.06,1.28,0.0,2.3,-40,normal
2026-07-30 03:44:39,2330919,3.16,0.91,0.0,2.28,-41,normal
2026-07-30 03:45:02,2353996,3.27,1.05,0.0,2.3,-41,normal
2026-07-30 03:45:26,2377257,3.04,0.99,0.0,2.29,-40,normal
2026-07-30 03:45:49,2400306,3.16,1.35,0.0,2.29,-41,normal
2026-07-30 03:46:12,2423320,3.09,1.62,0.0,2.31,-40,normal
2026-07-30 03:46:35,2446448,4.43,3.58,0.0,2.29,-40,normal
2026-07-30 03:46:58,2469574,2.53,0.34,0.0,2.29,-40,normal
2026-07-30 03:47:21,2492717,3.63,1.71,0.0,2.29,-40,normal
2026-07-30 03:47:44,2515738,2.83,0.45,0.0,2.3,-40,normal
2026-07-30 03:48:07,2539017,3.81,1.83,0.0,2.28,-40,normal
2026-07-30 03:48:31,2562255,3.2,1.07,0.0,2.27,-39,normal
2026-07-30 03:48:54,2585922,3.65,2.06,0.0,2.22,-41,normal
2026-07-30 03:49:17,2609100,4.02,1.51,0.0,2.28,-41,normal
2026-07-30 03:49:40,2632170,3.04,0.79,0.0,2.31,-41,normal
2026-07-30 03:50:04,2655370,3.1,0.58,0.0,2.29,-41,normal
2026-07-30 03:50:27,2678534,2.85,0.19,0.0,2.3,-41,normal
2026-07-30 03:50:50,2701824,3.21,1.52,0.0,2.28,-41,normal
2026-07-30 03:51:13,2725209,3.6,1.14,0.0,2.26,-41,normal
2026-07-30 03:51:37,2748466,2.98,0.51,0.0,2.29,-41,normal
2026-07-30 03:52:00,2771696,3.93,2.51,0.0,2.29,-41,normal
2026-07-30 03:52:23,2794912,3.35,1.26,0.0,2.29,-41,normal
2026-07-30 03:52:46,2818054,3.49,1.11,0.0,2.29,-40,normal
2026-07-30 03:53:09,2841141,3.86,2.58,0.0,2.29,-41,normal
2026-07-30 03:53:33,2864410,3.24,1.25,0.0,2.29,-41,normal
2026-07-30 03:53:56,2887656,3.7,1.52,0.0,2.29,-41,normal
2026-07-30 03:54:19,2910779,3.4,1.35,0.0,2.29,-41,normal
2026-07-30 03:54:42,2934188,3.1,0.83,0.0,2.27,-41,normal
2026-07-30 03:55:06,2957854,3.81,1.98,0.0,2.22,-41,normal
2026-07-30 03:55:29,2981028,3.32,1.3,0.0,2.28,-41,normal
2026-07-30 03:55:53,3004271,3.19,0.95,0.0,2.29,-40,normal
2026-07-30 03:56:16,3027402,4.63,1.61,0.0,2.3,-40,normal
2026-07-30 03:56:39,3050841,3.98,2.08,0.0,2.27,-40,normal
2026-07-30 03:57:02,3074219,3.43,1.49,0.0,2.27,-40,normal
2026-07-30 03:57:26,3097540,4.37,2.14,0.0,2.28,-40,normal
2026-07-30 03:57:49,3120675,2.88,0.63,0.0,2.28,-41,normal
2026-07-30 03:58:12,3143858,3.23,0.9,0.0,2.28,-40,normal
2026-07-30 03:58:36,3167374,4.64,2.9,0.0,2.25,-40,normal
2026-07-30 03:58:59,3190536,2.71,0.6,0.0,2.28,-41,normal
2026-07-30 03:59:22,3213791,2.9,0.83,0.0,2.29,-40,normal
2026-07-30 03:59:45,3236979,4.16,2.71,0.0,2.3,-40,normal
2026-07-30 04:00:08,3260095,3.14,0.77,0.0,2.29,-41,normal
2026-07-30 04:00:32,3283535,3.35,1.53,0.0,2.26,-40,normal
2026-07-30 04:00:55,3306962,4.02,2.53,0.0,2.26,-41,normal
2026-07-30 04:01:18,3330170,3.37,1.87,0.0,2.29,-41,normal
2026-07-30 04:01:42,3353338,3.57,1.54,0.0,2.28,-41,normal
2026-07-30 04:02:05,3376321,3.44,1.34,0.0,2.3,-41,normal
2026-07-30 04:02:28,3399495,3.33,1.2,0.0,2.29,-41,normal
2026-07-30 04:02:51,3422596,3.03,0.37,0.0,2.29,-41,normal
2026-07-30 04:03:14,3445994,3.47,1.13,0.0,2.27,-41,normal
2026-07-30 04:03:37,3468906,2.72,0.32,0.0,2.32,-41,normal
2026-07-30 04:04:00,3491910,2.72,0.22,0.0,2.32,-40,normal
2026-07-30 04:04:23,3515127,3.54,1.03,0.0,2.29,-41,normal
2026-07-30 04:04:46,3538201,3.08,0.99,0.0,2.29,-41,normal
2026-07-30 04:05:09,3561242,4.07,1.49,0.0,2.3,-40,normal
2026-07-30 04:05:33,3584370,3.08,0.95,0.0,2.3,-40,normal
2026-07-30 04:05:56,3607489,3.48,1.29,0.0,2.31,-40,normal
2026-07-30 04:06:19,3630492,3.39,1.17,0.0,2.3,-41,normal
2026-07-30 04:06:42,3653686,3.26,1.33,0.0,2.29,-42,normal
2026-07-30 04:07:05,3676989,2.84,0.47,0.0,2.28,-42,normal
2026-07-30 04:07:28,3700182,2.8,0.19,0.0,2.29,-41,normal
2026-07-30 04:07:51,3723234,3.22,1.15,0.0,2.32,-41,normal
2026-07-30 04:08:15,3746582,2.97,0.37,0.0,2.28,-41,normal
2026-07-30 04:08:38,3770116,2.97,1.28,0.0,2.26,-41,normal
2026-07-30 04:09:02,3793625,9.38,9.69,0.0,2.25,-42,normal
2026-07-30 04:09:25,3817050,2.63,0.73,0.0,2.27,-42,normal
2026-07-30 04:09:48,3840163,3.23,1.15,0.0,2.3,-40,normal
2026-07-30 04:10:11,3863166,3.3,0.93,0.0,2.3,-42,normal
2026-07-30 04:10:35,3886269,2.82,0.39,0.0,2.29,-41,normal
2026-07-30 04:10:58,3909369,3.62,1.42,0.0,2.3,-42,normal
2026-07-30 04:11:21,3932324,3.52,1.74,0.0,2.31,-41,normal
2026-07-30 04:11:45,3957224,3.58,1.71,0.0,2.09,-42,normal
2026-07-30 04:12:09,3980350,3.0,0.93,0.0,2.3,-41,normal
2026-07-30 04:12:32,4003553,3.52,1.82,0.0,2.3,-42,normal
2026-07-30 04:12:55,4026677,2.98,0.73,0.0,2.3,-42,normal
2026-07-30 04:13:18,4049912,2.56,0.33,0.0,2.29,-42,normal
2026-07-30 04:13:44,4076107,2.7,0.38,0.0,1.96,-42,normal
2026-07-30 04:14:08,4099294,2.74,0.63,0.0,2.3,-41,normal
2026-07-30 04:14:31,4122442,3.01,0.91,0.0,2.3,-42,normal
2026-07-30 04:14:54,4145666,2.86,0.72,0.0,2.29,-41,normal
2026-07-30 04:15:17,4168916,3.43,1.57,0.0,2.28,-41,normal
2026-07-30 04:15:40,4191944,2.97,0.63,0.0,2.31,-41,normal
2026-07-30 04:16:03,4214981,3.07,0.8,0.0,2.31,-40,normal
2026-07-30 04:16:27,4238273,2.85,0.81,0.0,2.28,-41,normal
2026-07-30 04:16:50,4261367,4.95,4.53,0.0,2.29,-41,normal
2026-07-30 04:17:13,4284599,2.68,0.34,0.0,2.29,-41,normal
2026-07-30 04:17:36,4307799,3.34,1.29,0.0,2.29,-40,normal
2026-07-30 04:17:59,4330867,2.7,0.58,0.0,2.3,-40,normal
2026-07-30 04:18:22,4353910,3.14,1.58,0.0,2.3,-41,normal
2026-07-30 04:18:46,4377421,2.72,0.57,0.0,2.24,-40,normal
2026-07-30 04:19:09,4400604,3.74,1.18,0.0,2.28,-40,normal
2026-07-30 04:19:32,4423650,3.28,1.1,0.0,2.3,-41,normal
2026-07-30 04:19:55,4446865,3.84,2.08,0.0,2.29,-41,normal
2026-07-30 04:20:18,4469876,3.76,2.01,0.0,2.3,-41,normal
2026-07-30 04:20:42,4493371,3.23,1.23,0.0,2.25,-41,normal
2026-07-30 04:21:05,4516449,2.98,0.54,0.0,2.29,-40,normal
2026-07-30 04:21:28,4539842,3.02,0.99,0.0,2.27,-41,normal
2026-07-30 04:21:51,4562812,2.73,0.3,0.0,2.31,-40,normal
